U,p_length,r_rb_length,spearman_rho,spearman_p,huber_coef,huber_intercept,n_scatter
76022.5,3.181127056830891e-17,-0.3786678031264734,-0.3555604875645948,2.999207902720712e-21,-0.08496773727427269,-2.136740773691703,665
