constraint_score,N90,cv_effect_N90,promoter_dominance,enhancer_load,balance_metric,skewness_effect,vg_eqtl,is_essential,gene_symbol,loeuf_score,cluster,architecture_type,pca1,pca2
-0.5681053662834313,11,0.6041164729823388,0.04729580773996304,0.8509570044741103,0.007912033030942452,3.6313236334205983,0.00156389,1,TP53INP2,0.542,0,buffered (complex),-0.6105304434004813,0.5248197381428596
-0.49623316130171663,21,0.4656897029920652,0.03639644666959602,0.3525907352663858,0.08869098435941662,3.46203140662347,0.00157713,1,MYO10,0.374,0,buffered (complex),-0.9640919489432994,0.43461398001476514
-0.5136958736502912,8,0.723563612756649,0.1803573530876877,0.015578409937210366,0.02850290778156942,7.366719302837283,0.00114549,1,EIF4A3,0.119,0,buffered (complex),0.3230563845108718,-0.8405644705003688
-0.7071043916459586,27,0.8097568387000402,0.30518678822410006,0.3730055246339575,0.04631194235829327,5.0305516745043795,0.00216403,1,SEC61A2,0.558,0,buffered (complex),-0.8918972273618201,-1.342696818742311
-0.4783999680313731,17,0.5287916537484691,0.021812830596676446,0.07803617300654546,0.009394499199710608,4.270232257700966,0.00458994,1,TNFAIP3,0.196,0,buffered (complex),-0.44643918466910965,-0.42296124823845077
-0.7990686375931478,35,1.9253892230399419,0.004432898846175734,0.00022654043080041052,0.034908431463205804,7.700416672094583,0.000824323,1,FIZ1,0.59,0,buffered (complex),-1.7147976688117768,-0.8300658488721213
-0.8399395515715592,24,0.8279354705614504,0.011707489239933502,0.046031871103079526,0.0638629871962794,8.20589416061161,0.00111011,1,ZNF202,0.419,0,buffered (complex),-1.264709160853959,-0.19058014770300089
-0.5469252117651183,3,0.613934014050961,0.01648246678386967,0.00424974742249569,0.16151808682041244,7.9641647521645185,0.000583212,1,PSMB5,0.3,0,buffered (complex),-0.02638119158574769,1.2489928564727395
0.06164919657970385,11,0.5187701022487351,5.282167121996281e-05,0.09506872272741082,0.008520065031211351,5.248977064163151,0.00282768,1,COL4A2,0.585,0,buffered (complex),0.3436070608248007,-0.07343287800010957
0.1744676464955481,9,0.39726854701636644,0.0002610537220439856,0.3256608382389968,0.015187728413372145,3.3323490588276683,0.00104783,1,CNOT8,0.58,0,buffered (complex),0.3924127915067086,0.37117752574298607
-0.4305659749222423,16,0.6374197125519844,0.027137590286399758,0.07576501003508178,0.052910308835805324,3.671358957007773,0.00125873,1,AUTS2,0.253,0,buffered (complex),-0.4117749028006919,-0.04442313313062086
-0.24903778620159256,7,0.609625894814894,0.052471811675772646,0.029336272985831326,0.03786442942054972,5.003842124571127,0.00268142,1,HSPH1,0.264,0,buffered (complex),0.350369338267067,-0.08044604396578521
0.030477841789062064,6,0.3809244153071462,0.04413282605511644,0.06495212114253439,0.07319626482653543,8.559423993636639,0.00344334,1,NPC1,0.486,0,buffered (complex),0.5733166048870738,0.367590761798854
-0.06401531950561452,10,0.40453189922266525,0.00873064598899138,0.009156997871723402,0.4773878554904175,0.7079783184314631,0.000452145,1,KDM5A,0.163,0,buffered (complex),-0.48858628512100766,3.8185591081102057
-0.36523457539960347,18,0.5714703028559975,0.0,0.0,0.026854259309581883,3.7564818271016076,0.000584046,1,RUFY3,0.458,0,buffered (complex),-0.403392458994681,-0.3098527382287538
-0.21682811807503663,16,0.6551938091902753,0.014439089642620586,0.8840350901954794,0.028595907161515638,4.15665881716188,0.000669782,1,RAD54L2,0.076,0,buffered (complex),-0.6377114958797576,0.7564708398550319
-0.7233268772776299,51,1.4678231467195728,0.06701790606295951,0.41844430036895486,0.066532486733094,5.649126718067045,0.000462665,1,B4GALT2,0.592,0,buffered (complex),-2.6608420901602905,-0.8108069888278286
